Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type,label_bin
53,212,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1537735.849,18867.92453,70.66666667,38.3970485,115,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,9433.962264,9433.962264,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,403,2,352,176,176,176.0,0.0,179,179,179.0,0.0,1761786.6,9925.558313,134.3333333,148.6685351,306,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,4962.779156,4962.779156,176,179,177.2,1.6431676,2.7,0,0,0,221.5,352,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,208,2,64,32,32,32.0,0.0,48,48,48.0,0.0,769230.7692,19230.76923,69.33333333,36.08785576,111,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,9615.384615,9615.384615,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,265,2,64,32,32,32.0,0.0,79,79,79.0,0.0,837735.8491,15094.33962,88.33333333,113.0324437,216,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,64,64,7547.169811,7547.169811,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,213,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1295774.648,18779.34272,71.0,38.97435054,116,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,9389.671362,9389.671362,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,190,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1715789.474,21052.63158,63.33333333,106.2324495,186,2,186,186.0,0.0,186,186,2,2.0,0.0,2,2,64,64,10526.31579,10526.31579,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,210,2,64,32,32,32.0,0.0,48,48,48.0,0.0,761904.7619,19047.61905,70.0,38.10511777,114,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9523.809524,9523.809524,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,161,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1378881.988,24844.7205,53.66666667,91.22134253,159,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,12422.36025,12422.36025,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,209,2,64,32,32,32.0,0.0,48,48,48.0,0.0,765550.2392,19138.75598,69.66666667,35.79571669,111,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,64,64,9569.37799,9569.37799,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,199,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1638190.955,20100.50251,66.33333333,30.89228598,102,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,52,40,10050.25126,10050.25126,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic,0
53,202,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1366336.634,19801.9802,67.33333333,31.77000682,104,48,48,48.0,0.0,48,48,50,50.0,0.0,50,50,64,64,9900.990099,9900.990099,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,201,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1373134.328,19900.49751,67.0,32.90896534,105,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9950.248756,9950.248756,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,211,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1308056.872,18957.34597,70.33333333,38.68246804,115,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9478.672986,9478.672986,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,190,2,102,51,51,51.0,0.0,112,112,112.0,0.0,1715789.474,21052.63158,63.33333333,107.0996421,187,1,187,187.0,0.0,187,187,2,2.0,0.0,2,2,64,64,10526.31579,10526.31579,51,112,75.4,33.411076,1116.3,0,0,0,94.25,102,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,203,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1359605.911,19704.4335,67.66666667,33.20140559,106,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,64,64,9852.216749,9852.216749,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,93,1,0,0,0,0.0,0.0,6,0,3.0,3.4641016,129032.2581,53763.44086,23.25,33.06937153,71,1,0,0.0,0.0,0,0,73,24.33333333,40.41451884,71,1,32,104,10752.68817,43010.75269,0,6,2.0,3.0983868,9.6,0,0,1,2.4,0,253,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,77,1,0,0,0,0.0,0.0,6,0,3.0,3.4641016,155844.1558,64935.06494,19.25,35.16982608,72,1,0,0.0,0.0,0,0,75,25.0,40.70626487,72,1,32,104,12987.01299,51948.05195,0,6,2.0,3.0983868,9.6,0,0,1,2.4,0,253,0,0,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,200,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1380000.0,20000.0,66.66666667,32.33161507,104,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,10000.0,10000.0,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,165,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1345454.545,24242.42424,55.0,93.53074361,163,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,64,64,12121.21212,12121.21212,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,209,2,64,32,32,32.0,0.0,48,48,48.0,0.0,765550.2392,19138.75598,69.66666667,37.5277675,113,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9569.37799,9569.37799,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,164,2,64,32,32,32.0,0.0,79,79,79.0,0.0,1353658.537,24390.2439,54.66666667,92.08872533,161,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,64,64,12195.12195,12195.12195,32,79,50.8,25.74296,662.7,0,0,0,63.5,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
88,440,2,352,176,176,176.0,0.0,179,179,179.0,0.0,1613636.364,9090.909091,146.6666667,170.8956797,344,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,4545.454545,4545.454545,176,179,177.2,1.6431676,2.7,0,0,0,221.5,352,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,192,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1437500.0,20833.33333,64.0,27.71281292,96,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,10416.66667,10416.66667,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,207,2,64,32,32,32.0,0.0,48,48,48.0,0.0,772946.8599,19323.6715,69.0,35.51056181,110,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,9661.835749,9661.835749,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,209,2,64,32,32,32.0,0.0,48,48,48.0,0.0,765550.2392,19138.75598,69.66666667,36.66515148,112,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,64,64,9569.37799,9569.37799,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,249,2,88,44,44,44.0,0.0,94,94,94.0,0.0,1108433.735,16064.25703,83.0,101.1484058,197,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,64,64,8032.128514,8032.128514,44,94,64.0,27.386127,750.0,0,0,0,80.0,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
53,212,2,64,32,32,32.0,0.0,48,48,48.0,0.0,754716.9811,18867.92453,70.66666667,39.2598183,116,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,64,64,9433.962264,9433.962264,32,48,38.4,8.763561,76.8,0,0,0,48.0,64,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic,0
